seed,trial,strategy,budget,total_transactions,successful_transactions,failed_transactions,success_ratio,average_successful_fee,average_successful_path_length,depletion_events,channels_jammed,jam_ratio,locked_capacity_sat,locked_capacity_percent,net_lost_successful_transactions,lost_successful_transactions,throughput_drop,throughput_drop_percent,CAF
20260606,1,unweighted_betweenness,10,7063,4286,2777,0.6068242956250884,8.123621791880542,3.029398040130658,2131,10,0.8,76612440.0,0.0614147304509857,35,35,0.004695659087620263,0.4695659087620263,3.5
20260606,1,fee_weighted_betweenness,10,7068,4281,2787,0.6056876061120543,8.241111539359963,3.036673674375146,2189,10,0.8,21497028.0,0.017232634544955,40,40,0.005832348600654402,0.5832348600654402,4.0
20260606,1,baseline_usage,10,7066,4321,2745,0.6115199547127087,9.10653263133534,3.0205970840083314,2226,10,0.8,61725240.0,0.04948072371304713,0,0,0.0,0.0,0.0
20260606,1,hybrid,10,7068,4274,2794,0.6046972269383135,8.46203065044455,3.026204960224614,2177,10,0.8,29417030.0,0.023581535428431204,47,47,0.0068227277743951875,0.6822727774395188,4.7
20260606,1,random,10,7064,4347,2717,0.6153737259343148,9.337112146307799,2.9970094317920406,2083,10,0.8,63350018.0,0.05078319238409705,-26,0,-0.003853771221606128,-0.3853771221606128,0.0
20260606,2,random,10,7072,4303,2769,0.6084558823529411,8.973091447827096,2.98512665582152,2083,10,0.8,34472858.0,0.027634432240313794,18,18,0.003064072359767578,0.3064072359767578,1.8
20260606,3,random,10,7066,4320,2746,0.6113784319275404,9.10777650462963,3.0081018518518516,2148,10,0.8,74565510.0,0.05977385262224097,1,1,0.00014152278516832428,0.014152278516832428,0.1
20260606,4,random,10,7071,4297,2774,0.6076933955593268,8.672516755876192,3.001629043518734,2116,10,0.8,75984802.0,0.06091159781885969,24,24,0.0038265591533819254,0.38265591533819254,2.4
20260606,5,random,10,7061,4290,2771,0.607562668177312,8.910616783216783,3.016783216783217,2177,10,0.8,74119590.0,0.05941639035367592,31,31,0.003957286535396731,0.3957286535396731,3.1
